Regulator Name	Regulator Type	Regulator Subtype	Regulator HGNC Symbol	Regulator Database	Regulator ID	Regulator Compartment	Regulator Compartment ID	Regulated Name	Regulated Type	Regulated Subtype	Regulated HGNC Symbol	Regulated Database	Regulated ID	Regulated Compartment	Regulated Compartment ID	Sign	Connection Type	Mechanism	Site	Cell Line	Cell Type	Tissue Type	Organism	Score	Source	Statements	Paper IDs	
MCL	Protein				Q8WXI8			BTK	Protein			uniprot	Q06187			negative	I	NONE								Furthermore , it was found that induction of PD-L1 was attenuated by concurrent treatment with ibrutinib or duvelisib , suggesting BTK and PI3K are important mediators of PD-L1 expression ( 52 ) .	PMC8267255	
PD-L1	Protein				Q9NZQ7			BTK	Protein			uniprot	Q06187			negative	I	NONE								Furthermore , it was found that induction of PD-L1 was attenuated by concurrent treatment with ibrutinib or duvelisib , suggesting BTK and PI3K are important mediators of PD-L1 expression ( 52 ) .	PMC8267255	
apoptosis	Biological Process				GO:0006915			4-1BB	Protein			uniprot	Q07011			negative	I	NONE		cellosaurus:CVCL_7955 ++++ cellosaurus:CVCL_6353	cl:CL:0001063					To further understand the mechanism of action , we found that constitutive 4-1BB sensing significantly reduced the apoptosis of CAR-T cells , enhanced proliferation , and increased NF-kappaB pathway activation . ++++ These data collectively suggest that 4-1BB signaling can specifically enhance CAR-T cell survival through reducing apoptosis in CD28 incorporated 2 generation of CAR-T cells and we will focus on our study by dissecting the cytotoxic ability and in vivo efficacy of 2028Z-4-1BB CAR-T cells .	PMC7691374	
4-1BB	Protein				Q07011	Other	sl-0310	Apoptosis	Biological Process			go	GO:0006915	Other	sl-0310	positive	I	NONE			cl:CL:0000084 ++++ cl:CL:0000813					4-1BB Co-Stimulation Signal Enhances the Survival of CAR-T Cells by Reducing Apoptosis .	PMC7691374	
TNF	Protein				P01375	Other	sl-0191 ++++ uniprot:sl-0086 ++++ uniprot:sl-0162	CD137	Protein			uniprot	Q07011	Other	sl-0191 ++++ uniprot:sl-0086 ++++ uniprot:sl-0162	positive	I	Transcription		cellosaurus:CVCL_W527 ++++ cellosaurus:CVCL_J063 ++++ cellosaurus:CVCL_2176	cl:CL:0000235 ++++ cl:CL:0001063 ++++ cl:CL:0000187 ++++ cl:CL:0000188 ++++ cl:CL:0000499 ++++ cl:CL:0001064 ++++ cl:CL:0000084 ++++ cl:CL:0002139		uberon:UBERON:2005088 ++++ uberon:UBERON:0003891 ++++ uberon:UBERON:0001981			Previous studies have shown that TNF can induce CD137 expression on nonimmune cells such as vascular endothelial cells . ++++ TNF secreted by TAM may induce CD137 expression on RMS cells , which then downregulates CD137L expression on APCs and CD137 mediated costimulation of T cells . ++++ Ectopic CD137 expression was induced by TNF in all four RMS cell lines , representing the ERMS and ARMS subtypes . ++++ A prime candidate is TNF since CD137 is expressed by blood vessel walls in inflammatory tissues and in tumors , and is induced on vascular endothelial cells by TNF .	PMC7872024	
ACR	Protein				P10323			4-1BB	Protein			uniprot	Q07011			positive	I	NONE		cellosaurus:CVCL_0063	uaz:UAZ54C2A063656C6C73 ++++ uaz:UAZ6566666563746F722054C2A063656C6C73 ++++ cl:CL:0001063					When ACR or CAR was expressed in effector T cells , it activated T cells effectively by costimulating CD28 and CD137 ( 4-1BB ) upon engagement of PD-L1 tumor cells ( Figure 1C ) . ++++ When ACR or CAR was expressed in effector T cells , it activated T cells effectively by costimulating CD28 and CD137 ( 4-1BB ) upon engagement of PD-L1 tumor cells ( Figure 1C ) .	PMC7321819	
CD28	Protein				P10747			41BB	Protein			uniprot	Q07011			positive	I	NONE		cellosaurus:CVCL_3772	cl:CL:0000084		uberon:UBERON:0000105			CD28 induces an earlier peak in in vivo CAR activity in contrast to 41BB , which facilitates long-term persistence and immune memory ( 43 ) .	PMC8812682	
CD28	Protein				P10747			4-1BB	Protein			uniprot	Q07011			positive	I	NONE			cl:CL:0000084					It was observed that whereas CD28 is better to activate T cells , 4-1BB increases CAR-T cell persistence [ 10 ] .	PMC6256819	
CD28	Protein				P10747			4-1BB	Protein			uniprot	Q07011			negative	I	NONE			cl:CL:0000084					55 The CD28 signaling in T helper cells was inhibited , mainly due to the structural design that these cells incorporated 4-1BB as their second costimulatory domain rather than CD28 .	PMC8137188	
CD137	Protein				Q07011			CD28	Protein			uniprot	P10747			positive	I	NONE								The CD28 co-stimulatory domain was crucial to support LCK independent CAR signaling , but the CD137 co-stimulatory domain did not support it ( Figures 2B and S2D ) .	PMC9975250	
CD28	Protein				P10747	Other	sl-0310	4-1BB	Protein			uniprot	Q07011	Other	sl-0310	positive	I	NONE			cl:CL:0000738 ++++ cl:CL:0000084 ++++ mesh:D018414					For example , CD28 can bind to phosphoinositide 3-kinase ( PI3K ) via YMNM cytoplasmic domain , thereby initiating the PI3K protein kinase B pathway to promote proliferation of T cells ( 38 ) ; 4-1BB can be transiently induced by TCR and CD28 signaling through extracellular signal regulated kinase and c-Jun N-terminal kinase signaling pathways , resulting in fast proliferation and durable functioning of CD4 and CD8 T cells ( 36 ) .	PMC6307389	
4-1BB	Protein				Q07011			CD28	Protein			uniprot	P10747			positive	I	NONE		cellosaurus:CVCL_9491						This highlighted that 4-1BB can specifically enhance the proliferation ability of CD28 incorporated 2 generation of CAR-T Cells and it is important to explore other “ synergistic co-stimulation pairs ” for 3 generation or other 2 generation of CAR optimization .	PMC7691374	
CD28	Protein				P10747			4-1BB	Protein			uniprot	Q07011			positive	I	NONE			cl:CL:0000084 ++++ mesh:D015496 ++++ mesh:D018414					For example , it was recently demonstrated that CAR costimulatory domains influence T cell metabolic and phenotypic profiles , with 4-1BB promoting a central memory phenotype and CD28 promoting an effector memory phenotype [ 28 ] . ++++ In contrast to the mouse data , our in vitro studies show that CD28 costimulation promoted higher cytokine production and better control over HIV replication , relative to a CD4 CAR containing 4-1BB costimulation .	PMC5638568	
4-1BB	Protein				Q07011			CD19	Protein			uniprot	P15391			negative	I	NONE			cl:CL:0001063 ++++ cl:CL:0000236					This study demonstrated that the performance of 4-1BB CAR-T cells was superior to that of CD28 CAR-T cells in suppressing CD19 + B-ALL , at least under our manufacturing process .	PMC7378699	
CD19	Protein				P15391			4-1BB	Protein			uniprot	Q07011			positive	I	NONE		cellosaurus:CVCL_E031	cl:CL:0000084 ++++ cl:CL:0000236		uberon:UBERON:0000178			In 2021 , Lisocabtagene maraleucel ( liso-cel ; JCAR017 ) , a CD19 directed CAR T cell product incorporating a 4-1BB costimulatory domain and administered in a defined CD4 : CD8 of CAR T cells , was approved for relapsed refractory non Hodgkin lymphoma [ 11 ] .	PMC9136177	
CD19	Protein				P15391			4-1BB	Protein			uniprot	Q07011			positive	I	NONE		cellosaurus:CVCL_3772	cl:CL:0000236 ++++ cl:CL:0000084		uberon:UBERON:0001977 ++++ uberon:UBERON:0000178			This is the first report about the efficacy , long-term remission and safety of CD19 directed 4-1BB CAR-T therapy in R/R MCL . ++++ 21 In conclusion , although the small sample size precludes any conclusions , our study suggests that CD19 directed 4-1BB CAR-T cells elicit a potent and durable anticancer response in patients with R/R MCL .	PMC7701665	
NKG2D	Protein				P26718			4-1BB	Protein			uniprot	Q07011			positive	I	NONE			cl:CL:0000084 ++++ cl:CL:0001064		uberon:UBERON:0000178			Thus , the NKG2D ( bbz ) CAR-T cells can simultaneously activate 4-1BB and DAP10 costimulatory signaling .	PMC9372572	
mice	Protein				P31944	Other	sl-0487	4-1BB	Protein			uniprot	Q07011	Other	sl-0487	positive	I	NONE			cl:CL:0000623 ++++ cl:CL:0000084					Several in vivo xenograft model studies have demonstrated that triggering the 4-1BB signaling of NK cells by treatment of mice with anti-4-1BB activating antibody [ 51 ] or interaction with 4-1BBL-positive γ δ T cells [ 52 ] would enhance NK-cell-mediated antibody dependent cell mediated cytotoxicity ( ADCC ) through the activation of the 4-1BB downstream signaling pathway .	PMC6524286	
4-1BB	Protein				Q07011			mice	Protein			uniprot	P31944			positive	I	NONE		atcc:CCL-86			uberon:UBERON:0002371			Taken together , these results indicate that the 4-1BB co-stimulation signal enhanced the persistence of CAR-T cells in vivo and prolonged the survival of tumor bearing mice .	PMC7691374	
4-1BB ligand	Protein				P41273			4-1BB	Protein			uniprot	Q07011			positive	I	NONE			cl:CL:0000084 ++++ cl:CL:0000623					When 4-1BB ligand positive AML cells interacted with 4-1BB on allogeneic NK cells , cytotoxicity and IFN-γ release were reduced , but this could be restored by 4-1BB blocking antibody [ 53 ] .	PMC6524286	
4-1BB ligand	Protein				P41273			4-1BB	Protein			uniprot	Q07011			positive	I	NONE			cl:CL:0000084 ++++ cl:CL:0000623					When 4-1BB ligand positive AML cells interacted with 4-1BB on allogeneic NK cells , cytotoxicity and IFN-γ release were reduced , but this could be restored by 4-1BB blocking antibody [ 53 ] .	PMC6524286	
mTOR	Protein				P42345			4-1BB	Protein			uniprot	Q07011			negative	I	NONE			cl:CL:0000815		uberon:UBERON:0000105 ++++ uberon:UBERON:0000104			Transient mTOR inhibition rescues 4-1BB Tregs from functional impairment .	PMC8575891	
mTOR	Protein				P42345			4-1BB	Protein			uniprot	Q07011			positive	I	NONE			cl:CL:0000815					Therefore , we hypothesized that mTOR inhibition mitigates metabolic reprogramming and prevents 4-1BB CAR-Treg instability .	PMC8575891	
BCMA	Protein				Q02223			4-1BB	Protein			uniprot	Q07011			positive	I	NONE			cl:CL:0000236 ++++ cl:CL:0000786 ++++ cl:CL:0000084		uberon:UBERON:0000479			Idecabtagene vicleucel ( ide-cel , bb2121 ) is a BCMA directed CAR T cell therapy incorporating an anti-BCMA single-chain variable fragment ; a CD8 hinge and transmembrane domain ; the 4-1BB costimulatory motif for increased proliferation , expansion and persistence ; and a CD3 ζ signaling domain .	PMC10504071	
BCMA	Protein				Q02223			4-1BB	Protein			uniprot	Q07011			positive	I	NONE			cl:CL:0001063 ++++ cl:CL:0000232 ++++ cl:CL:0000542 ++++ cl:CL:0000094 ++++ cl:CL:0000233		uberon:UBERON:4300023 ++++ uberon:UBERON:0000178			The lentiviral vector was used to carry a second generation BCMA directed CAR with 4-1BB co-stimulatory and CD3 ζ signaling domains provided by Shanghai YaKe Inc.	PMC9533140	
4-1BB	Protein				Q07011			CAR-T	Protein			uniprot	Q16568			positive	I	NONE			cl:CL:0000236 ++++ cl:CL:0000084					Previous studies demonstrated that CD19CAR incorporated with the 4-1BB enhanced CAR-T cell persistence more than incorporating the CD28 costimulatory domain ( 5 , 6 ) .	PMC9729744	
CART	Protein				Q16568	Other	sl-0310 ++++ uniprot:sl-0487	4-1BB	Protein			uniprot	Q07011	Other	sl-0310 ++++ uniprot:sl-0487	negative	I	NONE			cl:CL:0000084					It was reported that 4-1BB signaling reduces anti-CD19 CART cell exhaustion ; 13 however , we observed similar GD2 specific depletion of T cells bearing a 1st generation ( lacking 4-1BB ) or 4-1BB -containing 2nd generation CAR .	PMC5486173	
Gal-9	Protein				O00182			CD69	Protein			uniprot	Q07108			positive	I	NONE		cellosaurus:CVCL_3755			uberon:UBERON:0001977			Moreover , 100 nM Gal-9 induced a slight elevation of both NKG2D and CD69 MFI values , but they did not reach statistical significance compared to the untreated cells , respectively .	PMC8391477	
CD4	Protein				P01730	Other	sl-0487	CD69	Protein			uniprot	Q07108	Other	sl-0487	positive	I	Amount		cellosaurus:CVCL_2989	cl:CL:0000084 ++++ mesh:D018414					Similarly , the CD4 and CD8 T cells prominently upregulated the expression levels of the activation markers CD25 and CD69 upon bsAb treatment ( Fig. 4E ) .	PMC9237814	
CD5	Protein				P06127			CD69	Protein			uniprot	Q07108			positive	I	NONE		cellosaurus:CVCL_1714 ++++ cellosaurus:CVCL_0065 ++++ cellosaurus:CVCL_0013 ++++ cellosaurus:CVCL_0207	cl:CL:0000084					In addition , compared to unstimulated CAR-T cells , CD5 / CD7 bispecific CAR-T cells upregulated the T-cell activation markers CD69 and CD25 after stimulation with CCRF-CEM cells , CCRF-CD5KO cells , or CCRF-CD7KO cells ( Fig. 3d ) , and produced pro inflammatory cytokines tumor necrosis factor-α ( TNF-α ) and interferon-gamma ( IFN-γ ) ( Fig. 3e ) .	PMC8948246	
CD7	Protein				P09564			CD69	Protein			uniprot	Q07108			positive	I	NONE		cellosaurus:CVCL_1714 ++++ cellosaurus:CVCL_0065 ++++ cellosaurus:CVCL_0013 ++++ cellosaurus:CVCL_0207	cl:CL:0000084					In addition , compared to unstimulated CAR-T cells , CD5 / CD7 bispecific CAR-T cells upregulated the T-cell activation markers CD69 and CD25 after stimulation with CCRF-CEM cells , CCRF-CD5KO cells , or CCRF-CD7KO cells ( Fig. 3d ) , and produced pro inflammatory cytokines tumor necrosis factor-α ( TNF-α ) and interferon-gamma ( IFN-γ ) ( Fig. 3e ) .	PMC8948246	
CD28	Protein				P10747			CD69	Protein			uniprot	Q07108			positive	I	Transcription			cl:CL:0000911 ++++ cl:CL:0000815					In sharp contrast , CD28 CAR-Tregs and polyclonal Tregs significantly induced CD69 expression in response to antigen receptor stimulation .	PMC8575891	
CD105	Protein				P17813	Other	sl-0487	CD69	Protein			uniprot	Q07108	Other	sl-0487	positive	I	NONE			cl:CL:0000084 ++++ cl:CL:0001063		uberon:UBERON:0000914 ++++ uberon:UBERON:2002283			The CD105 × PD-1 CAR T cells stimulated by CD105 tumor cells produced more CD69 and CD62L , which were considered as molecules involved in cellular activation and anti-tumor memory .	PMC9849980	
CD105	Protein				P17813			CD69	Protein			uniprot	Q07108			positive	I	Amount		atcc:HB-8065	cl:CL:0000084 ++++ cl:CL:0001063					After incubation of CD105 x PD-1 CAR T cells with HepG2 as a hepatocellular carcinoma cell line expressing CD105 , the results showed that CD105 x PD-1 CAR T cells increased the expression levels of CD69 and CD62L , enhanced the proliferation capacity of CAR T cells , and secreted more IL-2 , TNF-alpha and IFN-gamma than CD105 CAR T cells .	PMC9849980	
IL-15	Protein				P40933			CD69	Protein			uniprot	Q07108			positive	I	NONE								IL-15 treatment of DNTs upregulated early activation markers CD69 and CD25 ( Additional file 1 : Figure S4a ) .	PMC6343266	
CD81	Protein				P60033			CD69	Protein			uniprot	Q07108			positive	I	Transcription			cl:CL:0000084 ++++ cl:CL:0000898 ++++ cl:CL:0000813		uberon:UBERON:0001154			The CD81 costimulated naive derived T cells yielded a higher degree of activation , as shown by their increased expression of CD69 ( Fig. 2B ) .	PMC8812682	
BAFF	Protein				Q9Y275			CD69	Protein			uniprot	Q07108			positive	I	NONE			cl:CL:0000236 ++++ cl:CL:0001063 ++++ cl:CL:0000084					Co-culture of BAFF CAR-T cells with these tumor cells results in induction of activation marker CD69 , degranulation marker CD107a , and multiple proinflammatory cytokines .	PMC8752722	
BCL2	Protein				P10415			Bax	Protein			uniprot	Q07812			positive	I	NONE			cl:CL:0000236					The pro apoptotic proteins induce apoptosis by activating Bax and Bak either directly or indirectly via inhibition of the anti-apoptotic proteins ( Figure 1a ) [ 3,7 ] .	PMC9775488	
Bcl-2	Protein				P10415			Bcl-xl	Protein			uniprot	Q07817			negative	I	NONE			cl:CL:0000763 ++++ cl:CL:0000236 ++++ cl:CL:0000084					GX15-070 is a pan Bcl-2 family inhibitor , which inhibits specifically Bcl-xl , Bcl-2 , MCL-1 , Bcl-w , Bcl-2 related protein A1 ( Bfl-1 ) and BCL-2-like protein-10 ( Bcl-B ) [ 22 ] .	PMC7827522	
CD28	Protein				P10747			Bcl-X	Protein			uniprot	Q07817			positive	I	Transcription			cl:CL:0000084					Notably , CD28 costimulation augments antiapoptotic Bcl-X expression [ 25 ] , increases IL-2-independent proliferation , enhances the resistance of CAR T cells to T regulatory cells [ 26 ] and is the costimulatory domain choice for most CARs .	PMC4095682	
OX40	Protein				P43489			Bcl-xL	Protein			uniprot	Q07817			positive	I	Transcription			cl:CL:0000084 ++++ cl:CL:0000911 ++++ cl:CL:0001064					OX40 promotes Bcl-xL and Bcl-2 expression , enhances the survival of antigen experienced effector T cells and improves the generation of antigen specific T cell memory ( Rogers et al ., 2001 ) .	PMC3672777	
SHP-2	Protein				Q06124			Bcl-xL	Protein			uniprot	Q07817			negative	I	NONE			cl:CL:0000235 ++++ cl:CL:0000236 ++++ cl:CL:0000623 ++++ cl:CL:0001064 ++++ cl:CL:0000451 ++++ cl:CL:0000084 ++++ cl:CL:0000542					This results in a decreased production of Bcl-xL , a molecule associated with the intrinsic apoptotic pathway [ 43 ] ( Figure 3 ) .	PMC5354697	
BAFF	Protein				Q9Y275			BCLX	Protein			uniprot	Q07817			positive	I	NONE		cellosaurus:CVCL_E829	cl:CL:0000236 ++++ cl:CL:0001063 ++++ cl:CL:0000786		uberon:UBERON:0001977			BAFF also promotes tumor cells by activating NF-κ B ( nuclear factor kappa- B ) , BCL2 , BCLX ( L ) upregulation , and downregulation of BAX [ 38 ] .	PMC8832753	
Bcl-2	Protein				P10415			MCL-1	Protein			uniprot	Q07820			negative	I	NONE			cl:CL:0000763 ++++ cl:CL:0000236 ++++ cl:CL:0000084					GX15-070 is a pan Bcl-2 family inhibitor , which inhibits specifically Bcl-xl , Bcl-2 , MCL-1 , Bcl-w , Bcl-2 related protein A1 ( Bfl-1 ) and BCL-2-like protein-10 ( Bcl-B ) [ 22 ] .	PMC7827522	
BAFF	Protein				Q9Y275			Mcl-1	Protein			uniprot	Q07820			positive	I	NONE			cl:CL:0000236					Also , BAFF increases the regulation of the pro survival factor Mcl-1 by the Akt dependent inactivation of GSK3 α/β [ 117 ] .	PMC8832753	
